name,college_country,g,gs,mp,fg,fga,fg%,2p,2pa,2p%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,sos,position,height,handedness,per,vorp
Isaiah Canaan,Murray State,132,83,29.40,4.80,10.70,0.450,2.50,5.20,0.483,2.30,5.50,0.419,3.60,4.50,0.803,0.60,2.20,2.80,2.90,1.20,0.10,2.40,1.80,15.50,-3.56,guard,"""6-0""",right,10.70,-0.50
Glen Rice,Michigan,87,44,24.80,3.60,8.40,0.435,2.50,5.00,0.493,1.10,3.30,0.346,1.50,2.40,0.611,1.60,3.20,4.80,2.10,1.30,0.50,1.90,2.20,9.90,6.27,guard,"""6-6""",right,3.80,-0.20
Ray McCallum,Detroit Mercy,102,101,34.50,5.40,11.50,0.465,4.40,8.20,0.536,1.00,3.30,0.290,4.20,5.80,0.723,1.20,3.50,4.80,4.40,1.70,0.30,2.30,2.10,15.90,0.84,guard,"""6-3""",right,11.00,-0.40
Tony Mitchell,North Texas,55,51,31.10,4.70,9.60,0.490,3.80,7.00,0.545,0.90,2.60,0.340,3.50,4.90,0.702,2.50,6.80,9.30,1.10,0.90,2.90,2.60,3.00,13.70,-2.64,forward,"""6-8""",right,18.10,0.00
Nate Wolters,South Dakota State,127,109,33.10,6.10,13.50,0.450,4.80,9.90,0.490,1.20,3.60,0.342,5.10,6.40,0.803,0.90,3.80,4.70,5.30,1.50,0.20,2.20,1.80,18.50,-3.55,guard,"""6-4""",right,11.30,-0.20
Jeff Withey,Kansas,117,76,19.80,2.80,4.90,0.568,2.80,4.90,0.567,0.00,0.00,0.000,2.40,3.30,0.726,1.60,3.80,5.40,0.60,0.50,2.70,1.20,1.80,8.00,8.34,center,"""7-0""",right,16.90,1.30
Grant Jerrett,Arizona,34,2,17.80,1.90,4.50,0.409,0.90,2.20,0.413,0.90,2.30,0.405,0.50,0.60,0.818,1.10,2.50,3.60,0.50,0.50,1.00,0.60,1.30,5.20,7.47,forward,"""6-10""",right,1.50,-0.10
Jamaal Franklin,San Diego State,85,54,25.90,4.30,10.00,0.426,3.10,6.20,0.504,1.20,3.80,0.302,4.00,5.10,0.780,1.50,5.50,7.00,1.90,1.00,0.60,2.60,2.10,13.70,5.45,guard,"""6-5""",right,4.70,-0.20
Pierre Jackson,Baylor,74,55,32.80,5.30,11.90,0.441,3.10,6.40,0.496,2.10,5.60,0.379,4.00,5.00,0.808,0.80,2.50,3.30,6.50,1.60,0.00,3.50,2.30,16.70,7.58,guard,"""5-10""",right,13.00,-0.10
Ricky Ledo,Providence,0,0,0.00,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,guard,"""6-7""",right,7.00,-0.40
Mike Muscala,Bucknell,133,118,28.70,5.40,10.80,0.501,5.30,10.30,0.510,0.20,0.50,0.313,4.30,5.20,0.819,2.30,6.00,8.20,1.60,0.40,2.00,1.60,2.30,15.30,-3.94,center,"""6-11""",right,13.50,2.40
Erick Green,Virginia Tech,129,89,28.30,4.60,10.50,0.437,3.50,7.30,0.480,1.10,3.20,0.338,3.20,4.00,0.804,0.50,2.10,2.60,2.50,1.20,0.20,1.40,1.60,13.50,5.97,guard,"""6-4""",right,9.30,-0.20
Ryan Kelly,Duke,126,69,19.30,2.50,5.40,0.460,1.70,3.30,0.513,0.80,2.10,0.379,1.70,2.20,0.805,1.10,2.60,3.70,0.90,0.60,1.10,0.80,1.90,7.50,8.87,forward,"""6-11""",right,10.50,-0.50
Erik Murphy,Florida,136,67,18.30,2.90,5.70,0.514,1.90,3.30,0.572,1.10,2.40,0.000,0.80,1.10,0.757,1.20,2.60,3.70,0.70,0.40,0.60,1.00,2.20,7.70,7.22,center,"""6-10""",right,0.20,-0.10
James Ennis III,Long Beach State,67,66,31.00,4.50,9.00,0.493,3.00,4.90,0.611,1.50,4.10,0.354,2.80,3.60,0.788,1.60,3.80,5.40,2.40,1.70,1.00,2.50,2.40,13.20,1.39,forward,"""6-6""",right,11.50,1.00
Romero Osby,Oklahoma,134,65,20.60,3.20,6.50,0.492,2.90,5.70,0.505,0.30,0.80,0.392,2.40,3.20,0.737,1.60,3.20,4.70,0.80,0.40,0.60,1.20,1.80,9.00,5.74,forward,"""6-8""",right,0.00,0.00
Lorenzo Brown,North Carolina State,101,95,32.60,4.10,9.50,0.429,3.40,7.40,0.464,0.60,2.10,0.305,2.80,3.80,0.741,0.70,3.50,4.20,5.80,1.70,0.50,3.00,1.90,11.60,6.92,guard,"""6-5""",right,9.00,-0.50
Colton Iverson,Colorado State,133,77,20.80,2.80,5.20,0.546,2.80,5.20,0.546,0.00,0.00,0.000,1.90,3.40,0.564,2.10,3.70,5.70,0.90,0.40,0.90,1.60,2.20,7.60,7.55,center,"""7-0""",right,0.00,0.00
Arsalan Kazemi,Oregon,130,110,29.00,3.80,6.90,0.559,3.80,6.90,0.560,0.00,0.00,0.000,4.00,5.90,0.678,3.10,7.00,10.10,1.50,1.70,0.80,1.80,2.50,11.70,2.67,forward,"""6-7""",right,0.00,0.00
Peyton Siva,Louisville,144,113,26.20,2.90,6.90,0.417,2.20,4.50,0.482,0.70,2.40,0.291,2.00,2.80,0.737,0.30,2.10,2.40,4.70,1.80,0.10,2.70,2.60,8.40,8.58,guard,"""6-0""",right,5.70,-0.20
Alex Oriakhi,Missouri,143,130,25.50,3.10,5.90,0.530,3.10,5.90,0.531,0.00,0.00,0.000,1.90,3.00,0.641,2.80,4.40,7.20,0.30,0.40,1.50,1.20,2.30,8.20,8.41,forward,"""6-9""",right,0.00,0.00
Deshaun Thomas,Ohio State,113,77,27.00,5.40,11.20,0.478,4.10,7.50,0.545,1.30,3.70,0.342,2.40,3.00,0.802,2.00,3.00,5.00,0.90,0.40,0.20,1.10,1.40,14.40,8.93,forward,"""6-7""",left,0.00,0.00
Anthony Davis,Kentucky,40,40,32.00,5.30,8.40,0.623,5.20,7.90,0.653,0.10,0.50,0.150,3.60,5.10,0.709,3.00,7.40,10.40,1.30,1.40,4.70,1.00,2.00,14.20,7.93,forward,"""6-10""",right,27.40,38.10
Michael Kidd-Gilchrist,Kentucky,40,39,31.10,4.00,8.20,0.491,3.70,6.90,0.535,0.30,1.30,0.255,3.60,4.80,0.745,2.60,4.90,7.40,1.90,1.00,0.90,2.20,2.40,11.90,7.93,forward,"""6-7""",right,13.40,0.60
Bradley Beal,Florida,37,37,34.20,4.70,10.60,0.445,3.00,5.60,0.541,1.70,5.00,0.339,3.60,4.70,0.769,1.40,5.40,6.70,2.20,1.40,0.80,2.10,2.10,14.80,7.33,guard,"""6-3""",right,17.80,17.00
Dion Waiters,Syracuse,71,0,20.40,3.50,7.70,0.453,2.50,4.90,0.513,1.00,2.80,0.348,1.80,2.30,0.753,0.40,1.50,1.90,2.00,1.50,0.20,1.10,1.60,9.70,8.40,guard,"""6-3""",right,12.00,-0.40
Thomas Robinson,Kansas,105,42,18.70,3.80,7.20,0.525,3.70,7.00,0.525,0.10,0.10,0.000,2.20,3.60,0.606,2.10,5.20,7.30,1.00,0.60,0.70,1.60,2.10,9.80,8.60,forward,"""6-10""",right,14.00,-1.60
Damian Lillard,Weber State,104,98,32.30,5.60,12.60,0.446,3.30,6.50,0.497,2.40,6.10,0.390,5.00,5.80,0.867,0.40,3.90,4.30,3.50,1.20,0.20,2.40,2.10,18.60,-2.21,guard,"""6-2""",right,22.00,37.80
Harrison Barnes,North Carolina,75,73,29.30,5.80,13.60,0.430,4.30,9.10,0.469,1.50,4.40,0.349,3.10,4.30,0.734,2.00,3.50,5.50,1.30,0.90,0.40,1.90,1.90,16.30,8.61,forward,"""6-8""",right,13.30,4.50
Terrence Ross,Washington,69,39,24.40,4.60,10.10,0.453,2.90,5.50,0.528,1.70,4.60,0.364,1.40,1.80,0.764,1.10,3.50,4.70,1.20,0.90,0.70,1.40,2.40,12.30,6.51,guard,"""6-6""",right,12.80,5.20
Andre Drummond,Connecticut,34,30,28.40,4.60,8.60,0.538,4.60,8.50,0.541,0.00,0.10,0.000,0.80,2.60,0.295,3.40,4.20,7.60,0.40,0.80,2.70,1.50,2.20,10.00,8.07,center,"""6-10""",right,22.10,16.30
Austin Rivers,Duke,34,33,33.20,5.10,11.80,0.433,3.40,7.10,0.477,1.70,4.70,0.365,3.60,5.40,0.658,0.60,2.80,3.40,2.10,1.00,0.00,2.30,2.20,15.50,8.40,guard,"""6-3""",right,10.20,-3.60
Meyers Leonard,Illinois,65,30,19.80,3.00,5.40,0.567,3.00,5.20,0.585,0.00,0.20,0.083,1.60,2.20,0.729,1.30,3.40,4.70,0.70,0.30,1.10,1.40,2.20,7.70,9.55,center,"""7-0""",right,12.00,1.10
Jeremy Lamb,Connecticut,75,74,32.10,5.30,11.00,0.482,3.80,6.60,0.573,1.60,4.50,0.348,1.90,2.40,0.806,1.10,3.60,4.70,1.70,1.00,0.60,1.60,1.60,14.10,9.25,guard,"""6-5""",right,15.80,7.00
Kendall Marshall,North Carolina,73,55,28.80,2.50,5.60,0.446,1.80,3.80,0.484,0.70,1.80,0.366,1.50,2.20,0.693,0.20,2.20,2.30,8.00,1.10,0.10,2.60,1.50,7.20,8.61,guard,"""6-4""",left,10.70,-1.10
John Henson,North Carolina,109,82,23.80,4.40,8.80,0.497,4.30,8.50,0.505,0.00,0.20,0.000,1.60,3.20,0.484,2.50,5.70,8.10,1.00,0.60,2.50,1.50,1.50,10.30,9.02,center,"""6-9""",right,17.10,3.40
Maurice Harkless,St. John's (NY),32,32,36.10,6.00,13.30,0.452,5.50,10.90,0.506,0.50,2.50,0.215,2.90,4.30,0.676,2.80,5.90,8.60,1.50,1.60,1.40,2.50,2.30,15.50,6.98,forward,"""6-7""",right,12.20,4.70
Royce White,Iowa State,34,33,31.50,5.10,9.60,0.534,5.00,9.30,0.541,0.10,0.40,0.333,3.00,6.00,0.498,2.50,6.80,9.30,5.00,1.20,0.90,3.80,2.60,13.40,7.32,forward,"""6-8""",right,-8.30,0.00
Tyler Zeller,North Carolina,117,75,23.00,4.70,8.60,0.543,4.70,8.60,0.544,0.00,0.00,0.000,3.50,4.50,0.775,2.70,4.00,6.70,0.60,0.70,1.10,1.40,2.30,12.80,8.85,center,"""7-0""",right,14.90,0.00
Terrence Jones,Kentucky,76,69,30.40,5.00,10.80,0.467,4.50,9.10,0.493,0.60,1.70,0.328,3.40,5.30,0.638,2.50,5.50,8.00,1.50,1.20,1.80,1.80,2.40,14.00,8.42,forward,"""6-9""",left,17.10,3.60
Andrew Nicholson,St. Bonaventure,123,118,29.90,6.60,11.40,0.575,6.30,10.80,0.586,0.20,0.60,0.333,3.70,5.10,0.720,2.20,5.00,7.20,0.70,0.50,2.00,2.40,3.00,17.10,1.35,forward,"""6-9""",right,12.20,-1.60
Jared Sullinger,Ohio State,74,72,31.00,6.10,11.50,0.530,5.80,10.80,0.541,0.30,0.70,0.365,4.90,6.70,0.733,3.30,6.40,9.70,1.20,1.10,0.80,1.80,2.70,17.30,8.73,forward,"""6-9""",right,16.20,2.70
Fab Melo,Syracuse,63,54,17.30,2.10,3.60,0.576,2.10,3.60,0.576,0.00,0.00,0.000,0.70,1.30,0.553,1.60,2.20,3.80,0.50,0.40,1.80,1.10,2.30,4.90,8.40,center,"""7-0""",right,4.90,-0.10
John Jenkins,Vanderbilt,98,74,30.60,5.30,11.20,0.468,2.10,4.10,0.521,3.10,7.10,0.438,3.30,3.80,0.856,0.40,2.30,2.70,1.10,0.70,0.30,1.30,1.20,16.90,7.59,guard,"""6-4""",right,11.70,0.10
Jared Cunningham,Oregon State,98,83,27.90,3.90,8.50,0.455,3.00,6.00,0.501,0.90,2.50,0.344,4.40,5.80,0.754,0.90,2.10,3.00,2.00,2.20,0.20,2.60,2.50,13.00,4.73,guard,"""6-4""",right,6.80,-0.60
Tony Wroten,Washington,35,27,30.30,5.70,12.80,0.443,5.40,11.20,0.483,0.30,1.60,0.161,4.40,7.50,0.583,2.30,2.70,5.00,3.70,1.90,0.40,3.80,2.70,16.00,5.27,guard,"""6-5""",left,12.60,-1.10
Miles Plumlee,Duke,135,58,15.80,1.90,3.50,0.557,1.90,3.50,0.557,0.00,0.00,0.000,0.90,1.50,0.625,1.80,3.00,4.80,0.30,0.50,0.60,1.00,2.30,4.80,8.75,center,"""6-11""",right,13.70,0.20
Arnett Moultrie,Mississippi State,100,97,30.20,4.40,8.60,0.511,4.10,7.70,0.539,0.30,1.00,0.289,2.30,3.40,0.676,3.00,5.40,8.40,1.00,1.00,0.90,2.10,2.40,11.40,3.34,forward,"""6-11""",right,14.10,-0.10
Perry Jones III,Baylor,63,62,32.20,5.50,10.50,0.522,5.30,9.80,0.539,0.20,0.70,0.279,2.60,3.80,0.678,2.70,4.70,7.40,1.20,0.70,0.70,2.00,2.30,13.70,6.41,forward,"""6-11""",right,8.50,-0.60
Marquis Teague,Kentucky,40,40,32.60,3.60,8.80,0.412,3.00,6.80,0.438,0.70,2.00,0.325,2.10,3.00,0.714,0.40,2.10,2.50,4.80,0.90,0.30,2.70,2.30,10.00,7.93,guard,"""6-2""",right,4.90,-1.00
Festus Ezeli,Vanderbilt,121,67,17.90,2.70,4.90,0.562,2.70,4.90,0.562,0.00,0.00,0.000,2.30,3.90,0.584,1.80,2.70,4.50,0.10,0.30,1.70,1.60,2.60,7.70,6.64,center,"""6-11""",right,13.40,-0.10
Jeffery Taylor,Vanderbilt,134,133,29.30,5.00,10.30,0.483,4.10,7.90,0.520,0.90,2.40,0.358,3.40,4.90,0.693,2.10,3.50,5.60,1.90,1.10,0.40,2.30,2.30,14.20,6.64,forward,"""6-7""",right,8.90,-1.50
Bernard James,Florida State,69,57,24.60,4.00,6.30,0.627,4.00,6.30,0.627,0.00,0.00,0.000,1.80,3.40,0.528,2.60,4.40,7.00,0.30,0.80,2.40,1.80,1.80,9.70,7.04,center,"""6-10""",left,13.80,0.00
Jae Crowder,Marquette,72,52,30.20,5.20,10.60,0.492,3.80,6.50,0.581,1.40,4.10,0.350,2.70,4.00,0.683,2.10,5.40,7.60,1.80,1.90,0.90,1.00,2.50,14.60,8.00,forward,"""6-6""",right,12.90,8.10
Draymond Green,Michigan State,145,66,25.00,3.70,8.00,0.467,3.10,6.30,0.496,0.60,1.70,0.361,2.30,3.40,0.687,2.00,5.60,7.60,2.90,1.20,0.80,1.90,2.70,10.50,9.76,forward,"""6-6""",right,15.10,19.50
Orlando Johnson,California-Santa Barbara,124,122,31.30,6.00,13.00,0.457,4.20,8.40,0.493,1.80,4.60,0.391,4.10,5.70,0.720,1.80,3.80,5.60,2.60,0.90,0.50,2.60,2.20,17.80,-0.60,guard,"""6-5""",right,8.50,-0.10
Quincy Acy,Baylor,139,66,25.10,3.60,6.00,0.602,3.60,6.00,0.604,0.00,0.10,0.000,2.50,3.60,0.708,2.20,3.80,6.00,0.60,0.70,1.30,1.50,2.60,9.80,7.20,forward,"""6-7""",right,11.20,-0.10
Quincy Miller,Baylor,37,35,24.40,3.70,8.40,0.447,3.10,6.50,0.475,0.60,1.90,0.348,2.50,3.10,0.816,1.50,3.50,4.90,1.40,0.70,0.60,1.80,1.90,10.60,8.03,forward,"""6-9""",right,8.40,-0.50
Khris Middleton,Texas A&M,87,72,26.00,3.90,9.10,0.431,2.90,5.80,0.494,1.10,3.30,0.321,2.40,3.10,0.768,1.50,3.00,4.60,2.00,1.00,0.20,2.00,2.10,11.30,7.42,forward,"""6-7""",right,16.30,10.40
Will Barton,Memphis,70,59,32.90,5.70,12.00,0.471,4.60,8.40,0.546,1.10,3.60,0.299,2.70,3.70,0.733,1.70,4.80,6.50,2.90,1.50,0.60,2.30,2.20,15.20,4.20,guard,"""6-5""",right,14.60,6.20
Tyshawn Taylor,Kansas,146,126,27.70,3.80,7.90,0.477,3.00,5.70,0.518,0.80,2.20,0.370,2.50,3.50,0.708,0.30,1.90,2.20,3.90,1.20,0.20,2.60,2.10,10.80,8.42,guard,"""6-3""",right,5.80,0.00
Doron Lamb,Kentucky,78,49,29.80,4.30,8.90,0.485,2.50,5.00,0.492,1.80,3.90,0.475,2.60,3.20,0.811,0.40,1.90,2.30,1.60,0.50,0.10,1.20,2.00,13.10,8.42,guard,"""6-4""",right,6.30,-1.20
Mike Scott,Virginia,130,106,26.60,4.50,8.60,0.521,4.40,8.30,0.528,0.10,0.30,0.364,2.70,3.50,0.775,2.60,4.70,7.30,1.00,0.70,0.40,1.60,2.00,11.80,6.34,forward,"""6-7""",right,12.90,0.80
Kim English,Missouri,141,106,24.20,3.70,8.70,0.420,2.00,4.40,0.444,1.70,4.30,0.394,2.10,2.90,0.727,0.70,2.40,3.00,1.40,1.10,0.20,1.70,1.80,11.10,6.32,guard,"""6-6""",right,7.90,-0.20
Justin Hamilton,Louisiana State,96,81,21.80,3.00,5.60,0.535,3.00,5.50,0.542,0.00,0.10,0.000,1.80,2.50,0.741,2.40,2.80,5.20,0.50,0.40,1.00,1.10,2.00,7.90,6.52,center,"""7-0""",right,13.90,0.50
Darius Miller,Kentucky,152,82,24.90,2.90,6.50,0.448,1.80,3.50,0.509,1.20,3.00,0.379,1.20,1.50,0.815,1.00,2.20,3.20,1.80,0.80,0.70,1.40,2.30,8.20,7.12,forward,"""6-6""",right,8.40,-0.70
Kevin Murphy,Tennessee Tech,128,109,29.00,5.50,12.50,0.443,4.00,8.40,0.476,1.50,4.00,0.372,3.30,4.40,0.734,0.80,3.30,4.20,1.90,0.80,0.20,3.00,2.10,15.80,-4.01,guard,"""6-5""",right,-4.50,-0.20
Kyle O'Quinn,Norfolk State,129,98,27.50,4.70,8.60,0.553,4.30,7.00,0.620,0.40,1.60,0.261,2.60,3.80,0.685,2.60,5.90,8.50,0.90,0.50,2.20,2.00,2.90,12.50,-7.19,center,"""6-9""",right,17.90,5.00
Kris Joseph,Syracuse,140,77,26.60,3.50,7.80,0.449,2.70,5.40,0.501,0.80,2.40,0.331,2.70,3.90,0.702,1.30,3.20,4.50,1.50,1.30,0.50,1.60,1.60,10.50,8.37,forward,"""6-7""",right,0.60,-0.10
Darius Johnson-Odom,Marquette,105,90,30.80,5.30,12.00,0.444,3.20,6.70,0.476,2.10,5.20,0.403,3.00,4.10,0.722,0.50,2.50,3.10,2.50,0.90,0.20,2.10,2.30,15.70,8.08,guard,"""6-2""",left,-18.40,-0.10
Robbie Hummel,Purdue,127,120,30.20,4.60,10.40,0.443,2.90,6.00,0.483,1.70,4.40,0.389,3.10,3.70,0.841,1.90,4.90,6.80,2.10,1.00,0.90,1.10,2.40,14.00,7.48,forward,"""6-8""",right,9.60,-0.40
Marcus Denmon,Missouri,141,71,25.50,4.20,9.30,0.455,2.20,4.30,0.518,2.00,5.00,0.401,2.10,2.60,0.799,0.90,2.50,3.40,1.70,1.30,0.10,1.00,1.30,12.60,6.32,guard,"""6-3""",right,0.00,0.00
Robert Sacre,Gonzaga,136,111,21.70,3.00,6.00,0.504,3.00,5.90,0.505,0.00,0.00,0.000,3.30,4.50,0.735,1.80,3.20,5.00,0.70,0.50,1.40,1.60,2.30,9.30,3.36,center,"""7-0""",right,10.80,-1.40
Kyrie Irving,Duke,11,8,27.50,5.00,9.50,0.529,3.40,5.90,0.569,1.60,3.50,0.462,5.80,6.50,0.901,0.50,2.80,3.40,4.30,1.50,0.50,2.50,2.10,17.50,8.32,guard,"""6-2""",right,22.20,29.20
Derrick Williams,Arizona,69,68,29.20,5.60,9.60,0.586,5.00,8.30,0.598,0.70,1.30,0.511,5.90,8.20,0.719,2.50,5.20,7.70,0.90,0.80,0.70,2.30,2.70,17.80,8.05,forward,"""6-8""",right,13.40,0.80
Enes Kanter,Kentucky,0,0,0.00,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,center,"""6-10""",right,20.70,6.40
Tristan Thompson,Texas,36,34,30.70,4.80,8.80,0.546,4.80,8.80,0.546,0.00,0.00,0.000,3.50,7.30,0.487,3.80,4.00,7.80,1.30,0.90,2.40,1.80,2.80,13.10,7.96,center,"""6-9""",right,15.60,1.80
Brandon Knight,Kentucky,38,38,35.90,5.70,13.50,0.423,3.40,7.40,0.461,2.30,6.10,0.377,3.60,4.50,0.795,0.70,3.40,4.00,4.20,0.70,0.20,3.20,2.20,17.30,8.91,guard,"""6-2""",right,13.70,1.50
Kemba Walker,Connecticut,111,77,32.90,5.20,12.20,0.428,4.10,8.70,0.469,1.10,3.50,0.326,4.50,5.80,0.783,1.00,3.40,4.40,4.10,1.70,0.30,2.30,1.50,16.10,9.39,guard,"""6-0""",right,19.40,27.80
Jimmer Fredette,Brigham Young,139,102,29.60,6.00,13.30,0.455,3.90,7.80,0.497,2.10,5.40,0.394,4.50,5.10,0.882,0.50,2.10,2.60,3.70,1.20,0.10,2.50,1.20,18.70,3.56,guard,"""6-2""",right,12.50,-0.40
Klay Thompson,Washington State,98,96,34.40,6.10,14.40,0.424,3.60,8.10,0.450,2.50,6.30,0.390,3.20,3.90,0.827,0.90,3.90,4.80,2.60,1.30,0.80,2.90,2.50,17.90,6.32,guard,"""6-6""",right,16.40,14.20
Alec Burks,Colorado,68,67,30.90,6.20,12.60,0.495,5.50,10.40,0.533,0.70,2.20,0.313,5.90,7.30,0.804,2.20,3.60,5.80,2.40,1.10,0.40,2.30,2.40,19.00,6.65,guard,"""6-6""",right,14.10,2.50
Markieff Morris,Kansas,109,43,19.30,3.10,5.70,0.553,2.80,4.80,0.579,0.30,0.90,0.404,1.90,2.90,0.653,2.00,4.10,6.10,1.20,0.60,0.90,1.60,2.70,8.50,7.92,forward,"""6-8""",right,14.00,3.00
Marcus Morris Sr.,Kansas,109,90,24.00,4.70,8.40,0.555,4.30,7.30,0.585,0.40,1.10,0.358,2.90,4.30,0.660,2.40,3.80,6.20,1.30,0.90,0.40,1.60,2.60,12.60,7.92,forward,"""6-8""",right,13.40,6.10
Kawhi Leonard,San Diego State,70,69,31.90,5.40,12.00,0.449,4.80,9.70,0.497,0.60,2.30,0.250,2.80,3.70,0.744,3.30,6.90,10.20,2.20,1.40,0.60,2.20,2.50,14.10,5.29,forward,"""6-7""",right,23.10,36.20
Nikola Vucevic,Southern California,87,67,27.70,4.20,8.30,0.509,3.80,6.90,0.551,0.40,1.40,0.303,2.20,2.90,0.746,2.40,5.50,8.00,1.10,0.50,1.10,1.50,2.40,11.10,7.86,center,"""7-0""",right,20.50,18.20
Iman Shumpert,Georgia Tech,92,91,31.30,4.20,10.60,0.396,3.00,6.70,0.450,1.20,4.00,0.305,3.10,4.10,0.738,1.10,3.40,4.50,4.20,2.30,0.20,3.00,2.70,12.70,7.34,guard,"""6-5""",right,9.80,0.90
Chris Singleton,Florida State,95,91,29.10,3.50,8.40,0.419,2.40,5.10,0.476,1.10,3.30,0.330,2.10,3.50,0.592,2.00,4.20,6.20,1.50,1.90,1.40,2.40,3.10,10.30,7.05,forward,"""6-8""",right,8.20,-0.80
Tobias Harris,Tennessee,34,33,29.20,5.40,11.80,0.460,4.80,9.60,0.497,0.70,2.20,0.303,3.80,5.00,0.753,2.00,5.30,7.30,1.30,0.70,0.90,1.80,2.10,15.30,8.73,forward,"""6-8""",right,16.70,14.10
Nolan Smith,Duke,143,97,26.90,4.70,10.40,0.448,3.50,7.30,0.482,1.20,3.20,0.368,2.90,3.60,0.800,0.80,2.00,2.80,2.80,1.00,0.10,2.00,1.90,13.40,8.97,guard,"""6-2""",right,7.50,-0.80
Kenneth Faried,Morehead State,136,122,29.10,5.80,10.10,0.569,5.70,10.00,0.572,0.00,0.10,0.000,3.20,5.60,0.583,4.40,7.90,12.30,0.90,1.70,1.80,2.20,3.10,14.80,-4.03,forward,"""6-8""",right,19.70,7.50
Reggie Jackson,Boston College,99,52,28.00,4.60,9.90,0.465,3.40,6.40,0.527,1.20,3.50,0.351,2.30,3.00,0.753,1.40,3.00,4.40,3.50,0.80,0.50,2.10,1.70,12.70,7.25,guard,"""6-3""",right,16.00,8.70
MarShon Brooks,Providence,113,56,25.30,5.20,11.20,0.464,3.80,7.00,0.543,1.40,4.20,0.333,2.60,3.60,0.739,1.60,2.70,4.30,1.50,1.10,0.70,1.80,2.00,14.40,7.44,guard,"""6-5""",right,13.90,0.40
Jordan Hamilton,Texas,70,36,26.20,5.20,12.20,0.430,3.10,6.60,0.475,2.10,5.60,0.377,1.90,2.70,0.710,1.50,4.20,5.70,1.80,0.80,0.50,1.80,1.50,14.50,7.67,forward,"""6-7""",right,13.40,1.00
JaJuan Johnson,Purdue,140,119,27.50,5.00,10.10,0.501,4.90,9.60,0.512,0.10,0.40,0.250,3.50,4.70,0.743,2.00,4.10,6.10,0.70,0.70,1.90,1.30,1.80,13.70,7.64,forward,"""6-10""",right,11.40,-0.10
Norris Cole,Cleveland State,140,106,29.40,4.80,11.10,0.435,3.80,8.00,0.480,1.00,3.10,0.321,3.50,4.20,0.826,0.60,2.50,3.20,3.30,1.50,0.10,2.00,2.20,14.10,1.92,guard,"""6-2""",right,9.20,-4.10
Cory Joseph,Texas,36,36,32.40,3.80,8.90,0.422,2.30,5.40,0.429,1.40,3.50,0.413,1.40,2.00,0.699,0.60,2.90,3.60,3.00,1.00,0.30,1.50,1.80,10.40,7.96,guard,"""6-3""",right,12.20,3.80
Jimmy Butler,Marquette,106,69,29.60,3.70,7.20,0.508,3.30,6.40,0.525,0.30,0.90,0.383,4.30,5.60,0.773,2.30,3.10,5.50,1.70,1.10,0.50,1.00,1.70,12.00,8.21,forward,"""6-7""",right,20.30,30.00
Justin Harper,Richmond,137,96,22.90,3.90,8.10,0.483,2.60,4.70,0.557,1.30,3.40,0.382,1.50,2.10,0.711,1.40,3.30,4.80,0.70,0.60,0.80,1.30,2.20,10.60,2.46,forward,"""6-10""",right,3.60,-0.20
Kyle Singler,Duke,148,147,33.00,5.50,12.70,0.433,3.70,7.70,0.479,1.80,5.00,0.363,3.40,4.30,0.773,2.40,4.40,6.90,2.00,1.10,0.70,2.10,2.60,16.20,8.97,forward,"""6-8""",right,9.50,-0.90
Shelvin Mack,Butler,108,107,31.20,4.80,11.40,0.419,2.80,5.80,0.480,2.00,5.60,0.357,2.60,3.40,0.755,0.80,3.40,4.20,3.30,1.10,0.10,2.20,1.90,14.10,4.05,guard,"""6-3""",right,12.30,0.10
Tyler Honeycutt,California-Los Angeles,59,51,31.70,3.60,8.40,0.431,2.50,5.30,0.473,1.10,3.10,0.359,2.00,2.90,0.684,1.70,5.20,6.90,2.80,1.20,1.70,2.80,1.90,10.30,7.90,forward,"""6-8""",right,8.10,-0.10
Jordan Williams,Maryland,66,64,28.60,5.10,9.70,0.528,5.10,9.70,0.528,0.00,0.00,0.000,3.00,5.30,0.559,3.30,6.90,10.20,0.40,0.70,1.20,1.30,2.60,13.20,6.85,center,"""6-10""",right,14.50,0.00
Trey Thompkins,Georgia,89,81,29.50,6.00,12.80,0.469,5.10,10.30,0.496,0.90,2.50,0.357,2.80,3.80,0.729,2.00,5.80,7.80,1.40,1.00,1.30,2.60,2.20,15.70,6.56,center,"""6-10""",right,12.00,-0.10
Chandler Parsons,Florida,142,81,27.90,3.70,7.80,0.477,2.60,4.60,0.575,1.10,3.20,0.337,1.70,2.80,0.611,1.90,4.10,6.00,2.40,0.90,0.30,1.60,2.00,10.20,5.90,forward,"""6-9""",right,14.70,10.20
Jon Leuer,Wisconsin,123,68,22.80,4.20,8.70,0.482,3.40,6.50,0.521,0.80,2.20,0.368,2.00,2.70,0.723,1.30,3.20,4.50,1.10,0.40,0.70,1.20,1.60,11.20,8.06,center,"""6-10""",right,14.50,2.00
